Professor,Course
"Allen, Lionel",EDPS 596 | Independent Study in Educational Policy Studies
"Allen, Lionel",EDPS 599 | Dissertation and Thesis Research in Educational Policy Studies
"Allen, Sheila",PHAR 601 | Advanced Pharmacy Practice Experience (APPE): Ambulatory Patient Care
"Allen, Sheila",PHAR 602 | Advanced Pharmacy Practice Experience (APPE): Community Pharmacy
"Allen, Sheila",PHAR 603 | Advanced Pharmacy Practice Experience (APPE): Hospital/Health-System
"Allen, Sheila",PHAR 604 | Advanced Pharmacy Practice Experience (APPE): Inpatient Medicine Patient Care
"Allen, Sheila",PMPR 380 | Undergraduate Research in Pharmacy Practice
"Allen, Sheila",PMPR 390 | Special Projects in Pharmacy Practice
"Allen, Sheila",PMPR 615 | Advanced Pharmacy Practice Experience (APPE): Academic Elective
"Allen, Sheila",PMPR 616 | Advanced Pharmacy Practice Experience (APPE): Administrative Elective
"Allen, Sheila",PMPR 617 | Advanced Pharmacy Practice Experience (APPE): Advanced Ambulatory Patient Care Elective
"Allen, Sheila",PMPR 618 | Advanced Pharmacy Practice Experience (APPE): Advanced Community Pharmacy Elective
"Allen, Sheila",PMPR 619 | Advanced Inpatient Medicine Patient Care Elective
"Allen, Sheila",PMPR 620 | Advanced Pharmacy Practice Experience (APPE): Advanced Specialty Elective
"Allen, Sheila",PMPR 621 | Advanced Pharmacy Practice Experience (APPE): Critical Care Elective
"Allen, Sheila",PMPR 622 | Advanced Pharmacy Practice Experience (APPE): Drug Information Elective
"Allen, Sheila",PMPR 623 | Advanced Pharmacy Practice Experience (APPE): Geriatrics Elective
"Allen, Sheila",PMPR 624 | Advanced Pharmacy Practice Experience (APPE): Home Health Elective
"Allen, Sheila",PMPR 625 | Advanced Pharmacy Practice Experience (APPE): Pediatrics Elective
"Alley, Robin",CLER 619 | Peoria Surgery Clerkship
"Almahamid, Jumana",ARAB 101 | Elementary Arabic I
"Almahamid, Jumana",ARAB 102 | Elementary Arabic II
"Almaraz Macuil, Karla",CHEM 314 | Inorganic Chemistry
"Almberg, Kirsten",EOHS 571 | Injury Epidemiology and Prevention
"Almberg, Kirsten",IPHS 450 | Foundations of Public Health-B
"Almberg, Kirsten",IPHS 596 | Independent Study in Public Health
"Almberg, Kirsten",IPHS 598 | Research in Public Health Sciences - M.S.
"Almberg, Kirsten",IPHS 599 | Research in Public Health Sciences - Ph.D.
"Almberg, Kirsten",IPHS 698 | Integrative Learning Experience
"Almeida, Marcela",CELE 615 | Women&#39;s Mental Health
"Almotahari, Mahrad",PHIL 399 | Independent Study
"Almotahari, Mahrad",PHIL 596 | Independent Study
"Almotahari, Mahrad",PHIL 599 | Thesis Research
"Almoujahed, Mohammad",CLER 620 | Peoria Medicine Clerkship
"Almoujahed, Mohammad",MDP 602 | Block 2: Pathogenesis
"Alonso, Alexander",MDP 605 | Block 5: Digestion and Homeostasis 2
"Alonso, Matthew",ECE 396 | Senior Design I
"Alonso, Matthew",ECE 397 | Senior Design II
"Alonso, Matthew",IE 118 | Energy for Sustainable Society
"Alonso, Matthew",ME 118 | Energy for Sustainable Society
"Alonso, Matthew",ME 293 | Special Problems
"Alonso, Matthew",ME 347 | Engineering Design and Graphics with Computer-Aided Design and Simulation
"Alonso, Matthew",ME 392 | Undergraduate Research
"Alonso, Matthew",ME 591 | Mechanical Engineering Internship
"Alonso, Matthew",ME 596 | Independent Study
"Alonso, Matthew",ME 598 | M.S. Thesis Research
"Alonso, Matthew",ME 599 | Ph.D. Thesis Research
"Alonzo, Francis",MIM 594 | Special Topics in Microbiology
"Alonzo, Francis",MIM 595 | Seminar in Microbiology and Immunology
"Alonzo, Francis",MIM 599 | Research in Molecular Biology and Immunology
"Alonzo, Francis",PSCI 599 | Ph.D. Thesis Research in Pharmaceutical Sciences
"Alrayyes, Sahar",OSCI 594 | Dental Facial Traumatology
"Alrayyes, Sahar",OSCI 597 | Capstone Project Research
"Alrayyes, Sahar",OSCI 598 | Master&#39;s Thesis Research
"Alrayyes, Sahar",PEDD 530 | Dental Traumatology
"Alrefai, Waddah",GEMS 522 | Foundations of Biomedical Sciences II
"Alrefai, Waddah",PHYB 531 | Metabolism: An Integrated Multi-Organ Crosstalk
"Alrefai, Waddah",PHYB 552 | Human Physiology II
"Alrefai, Waddah",PHYB 599 | Ph.D. Thesis Research
"Alsaeed, Rami",ECE 467 | Introduction to VLSI Design
"Alsaleh, Majd","DAOB 303 | Applied Oral and Behavioral Sciences, AS-3"
"Alsaleh, Majd",DAOB 311 | Applied Oral and Behavioral Sciences I
"Alsaleh, Majd",DAOB 331 | Applied Oral and Behavioral Sciences VI
"Alsaleh, Majd",OSCI 598 | Master&#39;s Thesis Research
"Alsberg, Eben",BME 398 | Undergraduate Research
"Alsberg, Eben",BME 455 | Introduction to Cell and Tissue Engineering
"Alsberg, Eben",BME 590 | Internship in Biomedical Engineering
"Alsberg, Eben",BME 596 | Independent Study
"Alsberg, Eben",BME 598 | Masters Thesis Research
"Alsberg, Eben",BME 599 | Ph.D. Thesis Research
"Alsberg, Eben",GEMS 515 | Receptor Pharmacology and Cell Signaling
"Alshahrani, Saad",ECE 424 | RF and Microwave Engineering
"Altstadt, Amelia-Marie","DHD 202 | Disability, Health, and Society"
"Alvarado Cartagena, Yaneris",CHEM 455 | Biochemistry Laboratory
"Alvarez Velasco, Soledad",ANTH 596 | Independent Study
"Alvarez Velasco, Soledad",LALS 299 | Independent Study
"Alvarez Velasco, Soledad",LALS 499 | Advanced Independent Study
"Alvarez Velasco, Soledad",LALS 590 | Directed Research
"Alvarez Velasco, Soledad",LALS 596 | Independent Study
"Alvarez, Alicia",JD 423 | Professional Responsibility
"Alvarez, Alicia",TADR 491 | Clinic: Community Enterprise and Solidarity Economy Law Class
"Alvarez, Alicia",TADR 492 | Clinic: Community Enterprise and Solidarity Economy Law Clinic
"Alvarez, Alicia",TADR 493 | Clinic: Community Enterprise and Solidarity Economy Law Advanced
"Alvarez, Angelica",ANAT 544 | Advanced Craniofacial Anatomy
"Alvarez, Angelica",DADM 396 | Independent Study in Dentistry
"Alvarez, Angelica","DAOB 301 | Applied Oral and Behavioral Sciences, AS-1"
"Alvarez, Angelica","DAOB 302 | Applied Oral and Behavioral Sciences, AS-2"
"Alvarez, Angelica","DAOB 303 | Applied Oral and Behavioral Sciences, AS-3"
"Alvarez, Angelica",DAOB 311 | Applied Oral and Behavioral Sciences I
"Alvarez, Angelica",DAOB 312 | Applied Oral and Behavioral Sciences II
"Alvarez, Angelica",DAOB 321 | Applied Oral and Behavioral Sciences III
"Alvarez, Angelica",DAOB 322 | Applied Oral and Behavioral Sciences IV
"Alvarez, Angelica",DAOB 323 | Applied Oral and Behavioral Sciences V
"Alvarez, Angelica",DAOB 331 | Applied Oral and Behavioral Sciences VI
"Alvarez, Angelica",DAOB 332 | Applied Oral and Behavioral Sciences VII
"Alvarez, Angelica",DAOB 333 | Applied Oral and Behavioral Sciences VIII
"Alvarez, Angelica",DAOB 341 | Applied Oral and Behavioral Sciences IX
"Alvarez, Angelica",DAOB 342 | Applied Oral and Behavioral Sciences X
"Alvarez, Angelica",DAOB 343 | Applied Oral and Behavioral Sciences XI
"Alvarez, Angelica",DBCS 301 | Biomedical and Clinical Sciences in Dentistry AS-1
"Alvarez, Angelica",DBCS 302 | Biomedical and Clinical Sciences in Dentistry AS-2
"Alvarez, Angelica",DBCS 311 | Biomedical and Clinical Sciences in Dentistry I
"Alvarez, Angelica",DBCS 314 | Biomedical and Clinical Sciences in Dentistry II
"Alvarez, Angelica",DBCS 321 | Biomedical and Clinical Sciences in Dentistry III
"Alvarez, Angelica",DBCS 324 | Biomedical and Clinical Sciences in Dentistry IV
"Alvarez, Angelica",DBCS 327 | Biomedical and Clinical Sciences in Dentistry V
"Alvarez, Angelica",DCLE 341 | Community Learning Experience in Dentistry I
"Alvarez, Angelica",DCLE 342 | Community Learning Experience in Dentistry II
"Alvarez, Angelica",DCLE 343 | Community Learning Experience in Dentistry III
"Alvarez, Angelica",DIT 331 | Integrated Topics in Dentistry I
"Alvarez, Angelica",DIT 332 | Integrated Topics in Dentistry II
"Alvarez, Angelica",DIT 333 | Integrated Topics in Dentistry III
"Alvarez, Angelica",DIT 341 | Integrated Topics in Dentistry IV
"Alvarez, Angelica",DIT 342 | Integrated Topics in Dentistry V
"Alvarez, Angelica",DIT 343 | Integrated Topics in Dentistry VI
"Alvarez, Angelica",DOSI 341 | Oral/Systemic Issues in Dentistry I
"Alvarez, Angelica",DOSI 342 | Oral/Systemic Issues in Dentistry II
"Alvarez, Angelica",DOSI 343 | Oral and Systemic Issues in Dentistry III
"Alvarez, Angelica",DOST 331 | Oral/Systemic Topics in Dentistry I
"Alvarez, Angelica",DOST 332 | Oral/Systemic Topics in Dentistry II
"Alvarez, Angelica",DOST 333 | Oral/Systemic Topics in Dentistry III
"Alvarez, Angelica",ENDO 600 | Endodontic Techniques
"Alvarez, Angelica",ENDO 610 | Classic Endodontic Literature Review
"Alvarez, Angelica",ENDO 611 | Clinical Application of Endodontic Literature
"Alvarez, Angelica",ENDO 612 | Orofacial Pain
"Alvarez, Angelica",ENDO 613 | Pharmacology for the Dental Specialist
"Alvarez, Angelica",ENDO 614 | Pulpal Biology
"Alvarez, Angelica",ENDO 615 | Current Endodontics Literature Review
"Alvarez, Angelica",ENDO 617 | American Board Review
"Alvarez, Angelica","ENDO 618 | Teaching, Learning and Critical Thinking"
"Alvarez, Angelica",ENDO 619 | Endodontic Surgery
"Alvarez, Angelica",ENDO 620 | Endodontics Clinic
"Alvarez, Angelica",ENDO 630 | Clinical Conference in Endodontics
"Alvarez, Angelica",ENDO 698 | Endodontic Research
"Alvarez, Angelica",OMDS 503 | Graduate Oral Pathology
"Alvarez, Angelica",OMDS 615 | Seminar on Anesthesia and Pain Control in Dentistry
"Alvarez, Angelica",OMDS 623 | Temporomandibular Disorders
"Alvarez, Angelica",ORTD 513 | Craniofacial Growth and Development
"Alvarez, Angelica",ORTD 524 | Craniofacial Anomalies I
"Alvarez, Angelica",ORTD 525 | Craniofacial Anomalies II
"Alvarez, Angelica",ORTD 537 | Biostatistics Applied to Craniofacial Research
"Alvarez, Angelica",ORTD 595 | Seminar in Orthodontics
"Alvarez, Angelica",ORTD 610 | Orthodontic Clinic I
"Alvarez, Angelica",ORTD 611 | Orthodontic Technique A
"Alvarez, Angelica",ORTD 612 | Orthodontic Technique B
"Alvarez, Angelica",ORTD 615 | Diagnostic Procedures I
"Alvarez, Angelica",ORTD 620 | Orthodontic Clinic II
"Alvarez, Angelica",ORTD 630 | Orthodontic Clinic III
"Alvarez, Angelica",ORTD 667 | Orthodontic-Periodontic Relationships
"Alvarez, Angelica",OSCI 504 | Advanced Dental Materials
"Alvarez, Angelica",OSCI 534 | Dental and Medical Anthropology Within Human Evolution
"Alvarez, Angelica","OSCI 560 | Structure, Organization, and Regulation of Dental Healthcare and Research"
"Alvarez, Angelica",OSCI 561 | Molecular Basis of Oral Disease
"Alvarez, Angelica",OSCI 562 | Craniofacial Biology
"Alvarez, Angelica",OSCI 563 | Wound Healing and Regenerative Sciences
"Alvarez, Angelica",OSCI 564 | Interdisciplinary Research Seminar
"Alvarez, Angelica",OSCI 594 | Biomaterials
"Alvarez, Angelica",OSCI 594 | Craniofacial Tissue Engineerin
"Alvarez, Angelica",PEDD 523 | Hospital Dentistry - Oral Care for Patients with Special Health Care Needs II
"Alvarez, Angelica",PEDD 530 | Dental Traumatology
"Alvarez, Angelica",PEDD 531 | Pulp Therapy and Clinical Applications of Dental Materials
"Alvarez, Angelica",PERI 611 | Classic Periodontal Literature Review
"Alvarez, Angelica",PERI 613 | Current Periodontal Literature Seminar
"Alvarez, Angelica",PERI 620 | Periodontics Clinic
"Alvarez, Angelica",PERI 622 | Procedural Sedation and Anesthesia &ndash; Part II
"Alvarez, Angelica",PERI 630 | Periodontal Treatment Planning/Treatment Seminar
"Alvarez, Angelica",PERI 698 | Periodontic Research
"Alvarez, Angelica",PROS 610 | Advanced Prosthodontic Clinics I
"Alvarez, Angelica",PROS 611 | Advanced Fixed Prosthodontics and Laboratory Technique
"Alvarez, Angelica",PROS 612 | Diagnosis and Treatment Planning Seminars
"Alvarez, Angelica",PROS 613 | Perio-Prosthetic Seminars
"Alvarez, Angelica",PROS 614 | Prosthodontic Literature Review - Fixed
"Alvarez, Angelica",PROS 617 | Advanced Occlusion/TMJ Disorders
"Alvarez, Angelica",PROS 618 | Reconstructive Implantology
"Alvarez, Angelica",PROS 620 | Advanced Prosthodontic Clinics II
"Alvarez, Angelica",PROS 621 | Maxillofacial Prosthetics
"Alvarez, Angelica",PROS 623 | Pros Lit Review
"Alvarez, Angelica",PROS 623 | Prosthodontic Literature Review - Removable
"Alvarez, Angelica",PROS 624 | Advanced Removable Partial Denture Prosthodontics
"Alvarez, Angelica",PROS 628 | Comprehensive Dental Implant Care Literature Review
"Alvarez, Angelica",PROS 630 | Advanced Prosthodontic Clinics III
"Alvarez, Caroline",CHEM 115 | Comprehensive General and Organic Chemistry
"Alvarez, Caroline",CHEM 122 | Matter and Energy
"Alvarez, Caroline",CHEM 123 | Foundations of Chemical Inquiry I
"Alve, Yeasir",AHS 200 | Introduction to Integrated Health Sciences
"Alve, Yeasir","AHS 375 | Ethics, Law and Professionalism in Health Sciences"
"Alve, Yeasir",AHS 396 | Independent Study in Applied Health Sciences
"Alve, Yeasir",AHS 402 | Health Inter-professional Seminar
"Alvee, Md Ahnaf Tahmid",ECE 322 | Introduction to Electromagnetics and Applications
"Alyassir, Lina",ARAB 101 | Elementary Arabic I
"Alyassir, Lina",ARAB 102 | Elementary Arabic II
"Alyassir, Lina",ARAB 103 | Intermediate Arabic I
"Amadi, Eustace",CHEM 100 | Chemistry and Life
"Amadi, Eustace",CHEM 115 | Comprehensive General and Organic Chemistry
"Amadi, Eustace",CHEM 122 | Matter and Energy
"Amadi, Eustace",CHEM 123 | Foundations of Chemical Inquiry I
"Amaya Amaya, Mirna",IPHS 531 | DrPH APE Proposal Seminar
"Amaya Amaya, Mirna",IPHS 532 | Systems Thinking for Transformational Change Leadership
"Amaya Amaya, Mirna",IPHS 699 | Research in Public Health Sciences - DrPH
"Ambrose, Sherri",HN 306 | Nutrition Education
"Ambrose, Sherri",HN 313 | Introduction to Community Nutrition
"Ambrose, Sherri",HN 396 | Independent Undergraduate Study in Human Nutrition
"Ambrose, Sherri",HN 560 | Advanced Topics in Public Health Nutrition: Development and Evaluation of Community-Based Nutrition
"Ambrose, Sherri",HN 596 | Independent Study in Human Nutrition
"Ambrose, Sherri",HN 597 | Master&#39;s Project Research
"Amiri, Leila",HON 201 | Honors Seminar
"Amiri, Leila",HON 301 | Foundations for the Future
"Amirouche, Farid",BME 596 | Independent Study
"Amirouche, Farid",BME 598 | Masters Thesis Research
"Amirouche, Farid",BME 599 | Ph.D. Thesis Research
"Amos, Ishaku",PHYS 132 | Introductory Physics for Life Sciences II
"Amos, Ishaku",PHYS 142 | General Physics II (Electricity and Magnetism)
"Amouei Torkmahalleh, Mehdi",CME 494 | Indoor Air Quality
"Amouei, Mehrnaz",DES 140 | Design Drawing
"Amouei-Torkmahalleh, Mehdi",EOHS 405 | EOHS Calculations
"Amouei-Torkmahalleh, Mehdi",EOHS 494 | Air Quality Samp in the Field
"Amouei-Torkmahalleh, Mehdi",EOHS 501 | Exposure Assessment Strategies
"Amouei-Torkmahalleh, Mehdi",IPHS 698 | Integrative Learning Experience
"Amulraj, Emmanuel",PELE 618 | Cardiac Surgery
"Amusina, Olga",NUPR 556 | EBP 4: DNP Project Planning and Implementation
"Amusina, Olga",NUPR 557 | EBP 5: DNP Project Evaluation and Dissemination
"Amusina, Olga",NURS 531 | Advanced Pharmacotherapeutics
"Amusina, Olga",NURS 555 | EBP 3: DNP Proposal Development for Translating Evidence to Practice
"Amusina, Olga",NUSP 536 | Management of Health &amp; Illness II: Adult-Gerontology Acute Care
"Amuwala Mistrige, Supun Chandula Sooriyawansha",CHEM 116 | Honors and Majors General and Analytical Chemistry I
"Amuwala Mistrige, Supun Chandula Sooriyawansha",CHEM 118 | Honors and Majors General and Analytical Chemistry II
"Amuwala Mistrige, Supun Chandula Sooriyawansha",CHEM 122 | Matter and Energy
"Amuwala Mistrige, Supun Chandula Sooriyawansha",CHEM 123 | Foundations of Chemical Inquiry I
"An, Baoshu",BIOS 110 | Biology of Cells and Organisms
"An, Baoshu",BIOS 196 | Biology Colloquium
"An, Baoshu",BIOS 296 | Directed Instruction
"Anahideh, Hadis",IE 348 | Artificial Intelligence and Data Mining for Engineering Applications
"Anahideh, Hadis",IE 392 | Undergraduate Research
"Anahideh, Hadis",IE 591 | Industrial Engineering Internship
"Anahideh, Hadis",IE 594 | Data Science 1
"Anahideh, Hadis",IE 594 | Data Science II
"Anahideh, Hadis",IE 596 | Independent Study
"Anahideh, Hadis",IE 598 | M.S. Thesis Research
"Anahideh, Hadis",IE 599 | Ph.D. Thesis Research
"Anahideh, Hadis",ME 348 | Artificial Intelligence and Data Mining for Engineering Applications
"Anahideh, Hadis",ME 594 | Data Science 1
"Anand, Sushant",ME 293 | Special Problems
"Anand, Sushant",ME 325 | Intermediate Thermodynamics
"Anand, Sushant",ME 392 | Undergraduate Research
"Anand, Sushant",ME 591 | Mechanical Engineering Internship
"Anand, Sushant",ME 596 | Independent Study
"Anand, Sushant",ME 598 | M.S. Thesis Research
"Anand, Sushant",ME 599 | Ph.D. Thesis Research
"Ananth, Ananya",BIOS 310 | Genetics Laboratory
"Anban, Thivya",AH 110 | World History of Art and the Built Environment I
"Anban, Thivya",AH 236 | History of Design II: 1925 to the Present
"Anban, Thivya",DES 236 | History of Design II: 1925 to the Present
"Andersen, Adam",HPA 417 | Quality Management in Health Services
"Andersen, Adam",HPA 495 | MHA Preceptorship
"Andersen, Adam",HPA 496 | MHA Capstone I
"Andersen, Adam",HPA 498 | MHA Capstone II
"Andersen, Adam",IPHS 596 | Independent Study in Public Health
"Andersen, Paul",ARCH 414 | Contemporary Practices
"Andersen, Paul",ARCH 565 | Topic Studio
"Anderson, Brian",DES 230 | Industrial Design II
"Anderson, Brian",DES 550 | Industrial Design Master&#39;s Research Project Studio
"Anderson, Brian",DES 551 | Master&#39;s Research Project Documentation + Exhibition
"Anderson, Conwell",ANAT 599 | Research in Anatomy
"Anderson, Jerome",PELE 613 | General Pathology
"Anderson, Laura",CHEM 234 | Chemical Synthesis
"Anderson, Laura",CHEM 492 | Independent Study
"Anderson, Laura",CHEM 499 | Supervised Research
"Anderson, Laura",CHEM 592 | Introduction to Chemical Research Methods
"Anderson, Laura",CHEM 598 | Master&#39;s Thesis Research
"Anderson, Laura",CHEM 599 | Ph.D. Thesis Research
"Anderson, Richard",CLER 619 | Peoria Surgery Clerkship
"Anderson, Richard",PELE 618 | Advanced Thoracic Surgery
"Anderson, Richard",PELE 618 | Cardiothoracic Surgery
"Anderson, Richard",PELE 618 | Special Topics-Surgery
"Anderson, Richard",PELE 618 | Surgery - Online
"Anderson, Richard",PELE 618 | Surgery Sub-Internship
"Anderson, Richard",PELE 618 | Surgery Supplemental Clinical
"Anderson, Richard",PELE 618 | Trauma Surgery
"Anderson, Richard",PELE 618 | Vascular &amp;Endovascular Surgery
"Anderson, Stephanie",BA 100 | Introduction to Professional Development
"Anderson, Stephanie",BA 220 | Business Professional Development II
